rank,industry,product_name,brand,price,user_rating,user_reviews,category,price_band,rating_tier
279,Foods,Kolo Mee,Food Court,8.21,52.0,0,Sarawakian,Budget ($0-25),
280,Foods,Kolo Mee,Food Court,10.4125,35.0,0,Sarawakian,Budget ($0-25),
281,Foods,Chicken Alfredo,Food Court,18.683,36.0,0,Western,Budget ($0-25),
282,Foods,Beef Steak,Food Court,37.57,100.0,0,Western,Mid ($26-50),
283,Foods,Braised Duck,Street Food,12.206,100.0,0,Chinese,Budget ($0-25),
284,Foods,Braised Duck,Street Food,14.7135,100.0,0,Chinese,Budget ($0-25),
285,Foods,Hakka Thunder Tea Rice,Street Food,6.0,100.0,0,Chinese,Budget ($0-25),
286,Foods,Fish Maw Soup,Street Food,24.7,69.0,0,Chinese,Budget ($0-25),
287,Foods,Claypot Lou Shu Fun,Street Food,12.32,67.0,0,Chinese,Budget ($0-25),
288,Foods,Fish Maw Soup,Street Food,19.737,63.0,0,Chinese,Budget ($0-25),
289,Foods,Bak Kwa,Street Food,10.03,55.0,0,Chinese,Budget ($0-25),
290,Foods,Ang Ku Kueh,Street Food,3.2,42.0,0,Chinese,Budget ($0-25),
291,Foods,Hainanese Chicken Chop,Street Food,15.16,41.0,0,Chinese,Budget ($0-25),
292,Foods,Hakka Thunder Tea Rice,Street Food,6.644,40.0,0,Chinese,Budget ($0-25),
293,Foods,Ang Ku Kueh,Street Food,3.597,31.0,0,Chinese,Budget ($0-25),
294,Foods,Bak Kwa,Street Food,15.64,30.0,0,Chinese,Budget ($0-25),
295,Foods,Claypot Lou Shu Fun,Street Food,10.043,28.0,0,Chinese,Budget ($0-25),
296,Foods,Hakka Thunder Tea Rice,Street Food,11.34,21.0,0,Chinese,Budget ($0-25),
297,Foods,Fish Head Curry Tamil,Street Food,21.35,100.0,0,Indian,Budget ($0-25),
298,Foods,Fish Head Curry Tamil,Street Food,18.964,68.0,0,Indian,Budget ($0-25),
299,Foods,Banana Leaf Rice,Street Food,10.01,63.0,0,Indian,Budget ($0-25),
300,Foods,Fish Head Curry Tamil,Street Food,14.74,58.0,0,Indian,Budget ($0-25),
301,Foods,Masala Dosa,Street Food,10.21,58.0,0,Indian,Budget ($0-25),
302,Foods,Masala Dosa,Street Food,9.13,38.0,0,Indian,Budget ($0-25),
303,Foods,Idli Sambar,Street Food,5.94,17.0,0,Indian,Budget ($0-25),
304,Foods,Beef Rendang,Street Food,16.83,100.0,0,Malay,Budget ($0-25),
305,Foods,Gulai Kawah,Street Food,7.608,100.0,0,Malay,Budget ($0-25),
306,Foods,Gulai Ikan Patin,Street Food,11.61,82.0,0,Malay,Budget ($0-25),
307,Foods,Gulai Ikan Patin,Street Food,8.23,79.0,0,Malay,Budget ($0-25),
308,Foods,Gulai Ikan Patin,Street Food,11.05,79.0,0,Malay,Budget ($0-25),
309,Foods,Keropok Keping,Street Food,2.14,70.0,0,Malay,Budget ($0-25),
310,Foods,Gulai Ikan Patin,Street Food,7.26,67.0,0,Malay,Budget ($0-25),
311,Foods,Gulai Tempoyak Ikan,Street Food,8.41,66.0,0,Malay,Budget ($0-25),
312,Foods,Ketupat Palas,Street Food,3.22,62.0,0,Malay,Budget ($0-25),
313,Foods,Keropok Lekor,Street Food,3.64,61.0,0,Malay,Budget ($0-25),
314,Foods,Ketupat Palas,Street Food,3.223,60.0,0,Malay,Budget ($0-25),
315,Foods,Lemang,Street Food,4.332,57.0,0,Malay,Budget ($0-25),
316,Foods,Ikan Pekasam,Street Food,5.355,55.0,0,Malay,Budget ($0-25),
317,Foods,Keropok Lekor,Street Food,4.505,52.0,0,Malay,Budget ($0-25),
318,Foods,Cucur Udang,Street Food,3.5785,46.0,0,Malay,Budget ($0-25),
319,Foods,Keropok Lekor,Street Food,5.083,46.0,0,Malay,Budget ($0-25),
320,Foods,Dodol,Street Food,6.6045,44.0,0,Malay,Budget ($0-25),
321,Foods,Kuih Bahulu,Street Food,4.38,27.0,0,Malay,Budget ($0-25),
322,Foods,Air Mata Kucing,Street Food,4.4795,100.0,0,Malaysian,Budget ($0-25),
323,Foods,Grass Jelly Drink,Street Food,5.5845,100.0,0,Malaysian,Budget ($0-25),
324,Foods,Grass Jelly Drink,Street Food,3.696,88.0,0,Malaysian,Budget ($0-25),
325,Foods,Air Mata Kucing,Street Food,3.587,87.0,0,Malaysian,Budget ($0-25),
326,Foods,Limau Ais,Street Food,3.5105,83.0,0,Malaysian,Budget ($0-25),
327,Foods,ABC Special,Street Food,7.98,82.0,0,Malaysian,Budget ($0-25),
328,Foods,Grass Jelly Drink,Street Food,3.132,67.0,0,Malaysian,Budget ($0-25),
329,Foods,Limau Ais,Street Food,2.123,57.0,0,Malaysian,Budget ($0-25),
330,Foods,Longan Drink,Street Food,4.2585,57.0,0,Malaysian,Budget ($0-25),
331,Foods,ABC Special,Street Food,6.303,55.0,0,Malaysian,Budget ($0-25),
332,Foods,Grass Jelly Drink,Street Food,2.99,38.0,0,Malaysian,Budget ($0-25),
333,Foods,Kopi Tarik,Street Food,2.31,36.0,0,Malaysian,Budget ($0-25),
334,Foods,Barley Water,Street Food,2.23,25.0,0,Malaysian,Budget ($0-25),
335,Foods,Grass Jelly Drink,Street Food,5.12,25.0,0,Malaysian,Budget ($0-25),
336,Foods,Limau Ais,Street Food,1.958,24.0,0,Malaysian,Budget ($0-25),
337,Foods,Kuih Lapis Nyonya,Street Food,3.757,100.0,0,Nyonya,Budget ($0-25),
338,Foods,Cincalok Omelette,Street Food,6.256,97.0,0,Nyonya,Budget ($0-25),
339,Foods,Cincalok Omelette,Street Food,8.56,73.0,0,Nyonya,Budget ($0-25),
340,Foods,Cincalok Omelette,Street Food,6.54,44.0,0,Nyonya,Budget ($0-25),
341,Foods,Kuih Lapis Nyonya,Street Food,3.861,25.0,0,Nyonya,Budget ($0-25),
342,Foods,Kuih Dadar,Street Food,5.33,24.0,0,Nyonya,Budget ($0-25),
343,Foods,Bambangan,Street Food,4.36,100.0,0,Sabahan,Budget ($0-25),
344,Foods,Hinava,Street Food,9.492,100.0,0,Sabahan,Budget ($0-25),
345,Foods,Hinava,Street Food,16.2605,60.0,0,Sabahan,Budget ($0-25),
346,Foods,Kolo Mee,Street Food,7.3695,100.0,0,Sarawakian,Budget ($0-25),
347,Foods,Manok Pansoh,Street Food,16.881,100.0,0,Sarawakian,Budget ($0-25),
348,Foods,Midin Belacan,Street Food,10.5315,100.0,0,Sarawakian,Budget ($0-25),
349,Foods,Midin Belacan,Street Food,8.041,100.0,0,Sarawakian,Budget ($0-25),
350,Foods,Midin Belacan,Street Food,9.8515,95.0,0,Sarawakian,Budget ($0-25),
351,Shoes,Nike Essential,Nike,12.0,4.7,316,Ball Pump,Budget ($0-25),Top Rated (4.5-5)
352,Shoes,Air Jordan Legacy 312 Low,Nike,85.97,4.8,5,Big Kids' Shoes,Premium ($51-100),Top Rated (4.5-5)
353,Shoes,Nike Zoned Support,Nike,45.0,4.8,11,Calf Sleeves,Mid ($26-50),Top Rated (4.5-5)
354,Shoes,Nike ACG AW84,Nike,28.0,5.0,1,Cap,Mid ($26-50),Top Rated (4.5-5)
355,Shoes,Nike Dri-FIT,Nike,36.97,4.7,6,Little Kids' T-Shirt and Shorts Set,Mid ($26-50),Top Rated (4.5-5)
356,Shoes,Zion 2,Nike,119.97,4.7,3,Men's Basketball Shoes,Luxury ($101-250),Top Rated (4.5-5)
357,Shoes,Nike Sportswear,Nike,28.97,5.0,1,Men's Logo T-Shirt,Mid ($26-50),Top Rated (4.5-5)
358,Shoes,Denver Nuggets Nike x Filip Pagowski,Nike,21.97,5.0,1,Men's NBA T-Shirt,Budget ($0-25),Top Rated (4.5-5)
359,Shoes,Nike Sportswear Swoosh,Nike,140.0,4.9,11,Men's Overalls,Luxury ($101-250),Top Rated (4.5-5)
360,Shoes,Nike Air Max 90 SE,Nike,119.97,4.8,31,Men's Shoes,Luxury ($101-250),Top Rated (4.5-5)
361,Shoes,Nike Offline Pack,Nike,92.97,4.8,5,Men's Shoes,Premium ($51-100),Top Rated (4.5-5)
362,Shoes,Nike Pro,Nike,24.97,4.3,152,Men's Tights,Budget ($0-25),Good (4-4.4)
363,Shoes,Kristaps Porziņģis Knicks Icon Edition,Nike,104.99,5.0,3,Nike NBA Swingman Jersey,Luxury ($101-250),Top Rated (4.5-5)
364,Shoes,Nike,Nike,10.97,3.9,15,Ponytail Holder (9-Pack),Budget ($0-25),Average (3-3.9)
365,Shoes,Air Jordan 1 Zoom CMFT,Nike,150.0,4.8,120,Shoes,Luxury ($101-250),Top Rated (4.5-5)
366,Shoes,Nike 8-Pound,Nike,26.97,5.0,1,Strength Training Ball,Mid ($26-50),Top Rated (4.5-5)
367,Shoes,Nike Myriad,Nike,69.97,5.0,1,Sunglasses,Premium ($51-100),Top Rated (4.5-5)
368,Shoes,Nike SFB Gen 2 8”,Nike,140.0,3.8,28,Tactical Boot,Luxury ($101-250),Average (3-3.9)
369,Shoes,Nike Sportswear,Nike,32.97,5.0,3,Toddler T-Shirt and Shorts Set,Mid ($26-50),Top Rated (4.5-5)
370,Shoes,Nike Dri-FIT,Nike,36.0,5.0,1,Toddler T-Shirt and Shorts Set,Mid ($26-50),Top Rated (4.5-5)
371,Shoes,Nike,Nike,36.97,5.0,1,Toddler Top and Leggings Set,Mid ($26-50),Top Rated (4.5-5)
372,Shoes,Club América,Nike,90.0,5.0,1,Women's Nike Dri-FIT Soccer Jersey Dress,Premium ($51-100),Top Rated (4.5-5)
373,Shoes,MLB Houston Astros,Nike,115.0,4.8,5,Women's Replica Baseball Jersey,Luxury ($101-250),Top Rated (4.5-5)
374,Skincare,Fragrance Discovery Set,19-69,35.0,3.6364,11,Fragrance,Mid ($26-50),Average (3-3.9)
375,Skincare,La Habana Eau de Parfum,19-69,195.0,4.1538,13,Fragrance,Luxury ($101-250),Good (4-4.4)
376,Skincare,Rainbow Bar Eau de Parfum,19-69,195.0,4.25,16,Fragrance,Luxury ($101-250),Good (4-4.4)
377,Skincare,Kasbah Eau de Parfum,19-69,195.0,4.4762,21,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
378,Skincare,Purple Haze Eau de Parfum,19-69,195.0,3.2308,13,Fragrance,Luxury ($101-250),Average (3-3.9)
379,Skincare,Kasbah Eau de Parfum Travel Spray,19-69,30.0,4.4762,21,Fragrance,Mid ($26-50),Top Rated (4.5-5)
380,Skincare,Purple Haze Eau de Parfum Travel Spray,19-69,30.0,3.2308,13,Fragrance,Mid ($26-50),Average (3-3.9)
381,Skincare,Invisible Post Eau de Parfum,19-69,195.0,3.625,8,Fragrance,Luxury ($101-250),Average (3-3.9)
382,Skincare,Capri Eau de Parfum,19-69,195.0,3.5714,7,Fragrance,Luxury ($101-250),Average (3-3.9)
383,Skincare,Invisible Post Eau de Parfum Travel Spray,19-69,30.0,3.625,8,Fragrance,Mid ($26-50),Average (3-3.9)
384,Skincare,Rainbow Bar Eau de Parfum Travel Spray,19-69,30.0,4.25,16,Fragrance,Mid ($26-50),Good (4-4.4)
385,Skincare,Capri Eau de Parfum Travel Spray,19-69,30.0,3.5714,7,Fragrance,Mid ($26-50),Average (3-3.9)
386,Skincare,L'air Barbes Eau de Parfum,19-69,195.0,3.0,4,Fragrance,Luxury ($101-250),Average (3-3.9)
387,Skincare,L'air Barbes Eau de Parfum Travel Spray,19-69,30.0,3.0,4,Fragrance,Mid ($26-50),Average (3-3.9)
388,Skincare,AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,38.0,4.3256,258,Bath & Body,Mid ($26-50),Good (4-4.4)
389,Skincare,African Beauty Butter Mini Gift Set,54 Thrones,29.0,3.561,41,Bath & Body,Mid ($26-50),Average (3-3.9)
390,Skincare,African Beauty Butter Collection Deluxe Tin,54 Thrones,80.0,4.2273,22,Bath & Body,Premium ($51-100),Good (4-4.4)
391,Skincare,Mini AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,12.0,4.5175,143,Bath & Body,Budget ($0-25),Top Rated (4.5-5)
392,Skincare,ABBOTT Sampler Set,ABBOTT,26.0,4.8163,49,Fragrance,Mid ($26-50),Top Rated (4.5-5)
393,Skincare,The Cape Perfume,ABBOTT,84.0,4.6111,18,Fragrance,Premium ($51-100),Top Rated (4.5-5)
394,Skincare,Crescent Beach Perfume Travel Spray,ABBOTT,29.0,4.7778,9,Fragrance,Mid ($26-50),Top Rated (4.5-5)
395,Skincare,Crescent Beach Perfume,ABBOTT,84.0,4.5882,17,Fragrance,Premium ($51-100),Top Rated (4.5-5)
396,Skincare,Seqouia Eau de Parfum Travel Spray,ABBOTT,29.0,4.1667,6,Fragrance,Mid ($26-50),Good (4-4.4)
397,Skincare,Sequoia Perfume,ABBOTT,84.0,4.619,21,Fragrance,Premium ($51-100),Top Rated (4.5-5)
398,Skincare,Mojave Perfume Travel Spray,ABBOTT,29.0,4.7143,7,Fragrance,Mid ($26-50),Top Rated (4.5-5)
399,Skincare,The Cape Perfume Travel Spray,ABBOTT,29.0,3.8333,6,Fragrance,Mid ($26-50),Average (3-3.9)
400,Skincare,Big Sky Eau de Parfum Travel Spray,ABBOTT,28.0,4.25,4,Fragrance,Mid ($26-50),Good (4-4.4)
401,Skincare,Big Sky Eau de Parfum,ABBOTT,84.0,4.625,8,Fragrance,Premium ($51-100),Top Rated (4.5-5)
402,Skincare,Montecito Perfume Travel Spray,ABBOTT,29.0,3.7143,7,Fragrance,Mid ($26-50),Average (3-3.9)
403,Skincare,Montecito Perfume,ABBOTT,84.0,4.1111,9,Fragrance,Premium ($51-100),Good (4-4.4)
404,Skincare,Mojave Perfume,ABBOTT,84.0,4.0909,11,Fragrance,Premium ($51-100),Good (4-4.4)
405,Skincare,Rose Lip Conditioner,AERIN,35.0,4.26,527,Makeup,Mid ($26-50),Good (4-4.4)
406,Skincare,Mediterranean Honeysuckle,AERIN,145.0,4.2158,139,Fragrance,Luxury ($101-250),Good (4-4.4)
407,Skincare,Mediterranean Honeysuckle Eau de Parfum Travel Spray,AERIN,35.0,4.2,50,Fragrance,Mid ($26-50),Good (4-4.4)
408,Skincare,Amber Musk,AERIN,145.0,4.3833,120,Fragrance,Luxury ($101-250),Good (4-4.4)
409,Skincare,Amber Musk Eau de Parfum Travel Spray,AERIN,35.0,4.1875,48,Mini Size,Mid ($26-50),Good (4-4.4)
410,Skincare,Hibiscus Palm Eau de Parfum,AERIN,145.0,4.3333,60,Fragrance,Luxury ($101-250),Good (4-4.4)
411,Skincare,Ikat Jasmine,AERIN,200.0,4.3385,65,Fragrance,Luxury ($101-250),Good (4-4.4)
412,Skincare,Lilac Path,AERIN,145.0,4.2875,80,Fragrance,Luxury ($101-250),Good (4-4.4)
413,Skincare,Waterlily Sun,AERIN,145.0,4.3529,51,Fragrance,Luxury ($101-250),Good (4-4.4)
414,Skincare,Rose De Grasse,AERIN,260.0,4.5278,36,Fragrance,Ultra ($250+),Top Rated (4.5-5)
415,Skincare,Ikat Jasmine Travel Spray,AERIN,35.0,4.0,13,Fragrance,Mid ($26-50),Good (4-4.4)
416,Skincare,Wild Geranium Travel Spray,AERIN,35.0,4.3333,21,Fragrance,Mid ($26-50),Good (4-4.4)
417,Skincare,Tangier Vanille,AERIN,145.0,3.6923,39,Fragrance,Luxury ($101-250),Average (3-3.9)
418,Skincare,Hibiscus Palm Eau de Parfum Travel Spray,AERIN,35.0,4.0714,14,Fragrance,Mid ($26-50),Good (4-4.4)
419,Skincare,Mediterranean Honeysuckle Mimosa Eau de Parfum,AERIN,135.0,3.2,10,Fragrance,Luxury ($101-250),Average (3-3.9)
420,Skincare,Wild Geranium,AERIN,145.0,4.6667,24,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
421,Skincare,Mini Aegea Blossom Eau de Parfum Travel Spray,AERIN,35.0,3.7059,17,Fragrance,Mid ($26-50),Average (3-3.9)
422,Skincare,Aegea Blossom Eau de Parfum,AERIN,145.0,4.3529,17,Fragrance,Luxury ($101-250),Good (4-4.4)
423,Skincare,Cedar Violet Eau de Parfum Travel Spray,AERIN,35.0,3.3571,14,Fragrance,Mid ($26-50),Average (3-3.9)
424,Skincare,Cedar Violet Eau de Parfum,AERIN,145.0,3.3571,14,Fragrance,Luxury ($101-250),Average (3-3.9)
425,Skincare,Mediterranean Honeysuckle Clementina,AERIN,145.0,3.5,4,Fragrance,Luxury ($101-250),Average (3-3.9)
426,Skincare,Rose De Grasse Pour Filles Eau de Parfum,AERIN,100.0,2.0,1,Fragrance,Premium ($51-100),Low (1-2.9)
427,Skincare,CAVIAR Anti-Aging Replenishing Moisture CC Cream,ALTERNA Haircare,30.0,4.0232,1721,Hair,Mid ($26-50),Good (4-4.4)
428,Skincare,CAVIAR Anti-Aging Replenishing Moisture Shampoo,ALTERNA Haircare,35.0,4.2482,963,Hair,Mid ($26-50),Good (4-4.4)
429,Skincare,CAVIAR Anti-Aging Replenishing Moisture Conditioner,ALTERNA Haircare,55.0,4.4528,890,Hair,Premium ($51-100),Top Rated (4.5-5)
430,Skincare,Caviar Anti-Aging Clinical Densifying Scalp Treatment,ALTERNA Haircare,38.0,4.0124,242,Hair,Mid ($26-50),Good (4-4.4)
431,Skincare,CAVIAR Anti-Aging Multiplying Volume Styling Mist,ALTERNA Haircare,30.0,4.2685,391,Hair,Mid ($26-50),Good (4-4.4)
432,Skincare,CAVIAR Anti-Aging Smoothing Anti-Frizz Dry Oil Mist,ALTERNA Haircare,34.0,4.3662,213,Hair,Mid ($26-50),Good (4-4.4)
433,Skincare,CAVIAR Anti-Aging Working Hairspray,ALTERNA Haircare,26.0,4.4268,157,Hair,Mid ($26-50),Top Rated (4.5-5)
434,Skincare,CAVIAR Anti-Aging Smoothing Anti-Frizz Blowout Butter,ALTERNA Haircare,35.0,4.1298,208,Hair,Mid ($26-50),Good (4-4.4)
435,Skincare,CAVIAR Anti-Aging Clinical Densifying Shampoo,ALTERNA Haircare,34.0,4.1325,166,Hair,Mid ($26-50),Good (4-4.4)
436,Skincare,CAVIAR Anti-Aging Smoothing Anti-Frizz Nourishing Oil,ALTERNA Haircare,38.0,4.0615,130,Hair,Mid ($26-50),Good (4-4.4)
437,Skincare,CAVIAR Anti-Aging Clinical Densifying Styling Mousse,ALTERNA Haircare,38.0,4.5164,122,Hair,Mid ($26-50),Top Rated (4.5-5)
438,Skincare,CAVIAR Anti-Aging Restructuring Bond Repair Leave-In Heat Protection Spray,ALTERNA Haircare,32.0,4.1513,119,Hair,Mid ($26-50),Good (4-4.4)
439,Skincare,CAVIAR Anti-Aging Multiplying Volume Shampoo,ALTERNA Haircare,35.0,3.9127,126,Hair,Mid ($26-50),Good (4-4.4)
440,Skincare,CAVIAR Anti-Aging Rapid Blowout Balm,ALTERNA Haircare,32.0,4.6927,192,Hair,Mid ($26-50),Top Rated (4.5-5)
441,Skincare,CAVIAR Anti-Aging Restructuring Bond Repair 3-in-1 Sealing Serum,ALTERNA Haircare,38.0,4.0101,199,Hair,Mid ($26-50),Good (4-4.4)
442,Skincare,CAVIAR Anti-Aging Replenishing Moisture Leave-In Smoothing Gelee,ALTERNA Haircare,30.0,4.1863,102,Hair,Mid ($26-50),Good (4-4.4)
443,Skincare,CAVIAR Anti-Aging Restructuring Bond Repair Leave-In Overnight Serum,ALTERNA Haircare,40.0,4.3761,452,Hair,Mid ($26-50),Good (4-4.4)
444,Skincare,CAVIAR Anti-Aging Perfect Iron Spray,ALTERNA Haircare,32.0,4.195,159,Hair,Mid ($26-50),Good (4-4.4)
445,Skincare,CAVIAR Anti-Aging Multiplying Volume Conditioner,ALTERNA Haircare,36.0,4.1471,102,Hair,Mid ($26-50),Good (4-4.4)
446,Skincare,CAVIAR Anti-Aging Replenishing Moisture Masque,ALTERNA Haircare,45.0,3.9368,95,Hair,Mid ($26-50),Good (4-4.4)
447,Skincare,CAVIAR Anti-Aging Infinite Color Hold Dual-Use Serum,ALTERNA Haircare,36.0,4.5957,94,Hair,Mid ($26-50),Top Rated (4.5-5)
448,Skincare,CAVIAR Anti-Aging Replenishing Moisture Priming Leave-In Conditioner,ALTERNA Haircare,32.0,4.4488,205,Hair,Mid ($26-50),Top Rated (4.5-5)
449,Skincare,CAVIAR Anti-Aging Multiplying Volume Styling Mousse,ALTERNA Haircare,32.0,4.2381,21,Hair,Mid ($26-50),Good (4-4.4)
450,Skincare,Caviar Anti-Aging Smoothing Anti-Frizz Air-Dry Balm,ALTERNA Haircare,32.0,4.1563,64,Hair,Mid ($26-50),Good (4-4.4)
451,Skincare,CAVIAR Anti-Aging Restructuring Bond Repair Leave-In Protein Cream,ALTERNA Haircare,37.0,3.3333,18,Hair,Mid ($26-50),Average (3-3.9)
452,Skincare,CAVIAR Anti-Aging Infinite Color Hold Shampoo,ALTERNA Haircare,35.0,4.0833,36,Hair,Mid ($26-50),Good (4-4.4)
453,Skincare,CAVIAR Anti-Aging Smoothing Anti-Frizz Shampoo,ALTERNA Haircare,35.0,4.3879,116,Hair,Mid ($26-50),Good (4-4.4)
454,Skincare,CAVIAR Anti-Aging Perfect Texture Spray,ALTERNA Haircare,30.0,4.5281,89,Hair,Mid ($26-50),Top Rated (4.5-5)
455,Skincare,CAVIAR Anti-Aging Smoothing Anti-Frizz Conditioner,ALTERNA Haircare,36.0,4.1518,112,Hair,Mid ($26-50),Good (4-4.4)
456,Skincare,CAVIAR Anti-Aging Infinite Color Hold Conditioner,ALTERNA Haircare,36.0,4.0,20,Hair,Mid ($26-50),Good (4-4.4)
457,Skincare,Restructuring Bond Repair Masque,ALTERNA Haircare,50.0,4.871,31,Hair,Mid ($26-50),Top Rated (4.5-5)
458,Skincare,Alterna Haircare Caviar Anti-Aging Clinical Densifying Shampoo,ALTERNA Haircare,38.0,4.4203,69,Hair,Mid ($26-50),Top Rated (4.5-5)
459,Skincare,Renewing Exfoliating Scalp Scrub-to-Foam,ALTERNA Haircare,48.0,4.8615,65,Hair,Mid ($26-50),Top Rated (4.5-5)
460,Skincare,Replenishing Moisture Jumbo Trio,ALTERNA Haircare,100.0,3.6667,3,Hair,Premium ($51-100),Average (3-3.9)
461,Skincare,My Hair My Canvas  Meltaway No-Rinse Micellar Cleanser,ALTERNA Haircare,29.0,3.7903,124,Hair,Mid ($26-50),Average (3-3.9)
462,Skincare,CAVIAR Anti-Aging Restructuring Bond Repair Conditioner,ALTERNA Haircare,56.0,4.963,27,Hair,Premium ($51-100),Top Rated (4.5-5)
463,Skincare,Alterna Haircare Caviar Anti-Aging Clinical Densifying Foam Conditioner,ALTERNA Haircare,38.0,4.5606,66,Hair,Mid ($26-50),Top Rated (4.5-5)
464,Skincare,MHMC New Beginnings Exfoliating Cleanser,ALTERNA Haircare,30.0,4.189,164,Hair,Mid ($26-50),Good (4-4.4)
465,Skincare,CAVIAR Anti-Aging Restructuring Bond Repair Shampoo,ALTERNA Haircare,35.0,4.6286,35,Hair,Mid ($26-50),Top Rated (4.5-5)
466,Skincare,Renewing Scalp Leave-In Treatment with Hemp,ALTERNA Haircare,48.0,4.8226,62,Hair,Mid ($26-50),Top Rated (4.5-5)
467,Skincare,Renewing Scalp Care Peppermint Leave-In Treatment,ALTERNA Haircare,48.0,4.5938,64,Hair,Mid ($26-50),Top Rated (4.5-5)
468,Skincare,My Hair My Canvas Me Time Every Day Shampoo,ALTERNA Haircare,28.0,4.225,160,Hair,Mid ($26-50),Good (4-4.4)
469,Skincare,My Hair My Canvas  Me Time Everyday Conditioner,ALTERNA Haircare,28.0,4.2628,156,Hair,Mid ($26-50),Good (4-4.4)
470,Skincare,My Hair My Canvas  Cool Hydrations Nourishing Masque,ALTERNA Haircare,35.0,4.0569,123,Hair,Mid ($26-50),Good (4-4.4)
471,Skincare,Blu Mediterraneo Mini Eau de Toilette Set,Acqua di Parma,77.0,3.3333,12,Mini Size,Premium ($51-100),Average (3-3.9)
472,Skincare,Mirto di Panarea,Acqua di Parma,84.0,4.4359,39,Fragrance,Premium ($51-100),Top Rated (4.5-5)
473,Skincare,Arancia di Capri,Acqua di Parma,84.0,3.9459,37,Fragrance,Premium ($51-100),Good (4-4.4)
474,Skincare,Colonia,Acqua di Parma,181.0,4.2125,80,Fragrance,Luxury ($101-250),Good (4-4.4)
475,Skincare,Magnolia Nobile,Acqua di Parma,210.0,4.2791,43,Fragrance,Luxury ($101-250),Good (4-4.4)
476,Skincare,Yuzu Eau de Parfum,Acqua di Parma,135.0,4.6667,6,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
477,Skincare,Oud Eau de Parfum,Acqua di Parma,295.0,4.2632,19,Fragrance,Ultra ($250+),Good (4-4.4)
478,Skincare,Colonia Essenza,Acqua di Parma,130.0,4.5333,15,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
479,Skincare,Buongiorno Diffuser,Acqua di Parma,112.0,4.625,8,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
480,Skincare,Colonia Alcohol-Free Deodorant,Acqua di Parma,55.0,3.2,10,Bath & Body,Premium ($51-100),Average (3-3.9)
481,Skincare,Colonia Pura,Acqua di Parma,130.0,4.5714,7,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
482,Skincare,Fico di Amalfi Candle,Acqua di Parma,82.0,4.0,2,Fragrance,Premium ($51-100),Good (4-4.4)
483,Skincare,Aperitivo In Terrazza Diffuser,Acqua di Parma,112.0,5.0,1,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
484,Skincare,Luce di Colonia Diffuser,Acqua di Parma,112.0,2.6667,3,Fragrance,Luxury ($101-250),Low (1-2.9)
485,Skincare,GENIUS Sleeping Collagen Moisturizer,Algenist,98.0,4.5413,1321,Skincare,Premium ($51-100),Top Rated (4.5-5)
486,Skincare,GENIUS Liquid Collagen Serum,Algenist,115.0,4.0259,1159,Skincare,Luxury ($101-250),Good (4-4.4)
487,Skincare,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,4.5306,1142,Skincare,Premium ($51-100),Top Rated (4.5-5)
488,Skincare,GENIUS Liquid Collagen Lip Treatment,Algenist,29.0,3.8721,649,Skincare,Mid ($26-50),Average (3-3.9)
489,Skincare,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Algenist,28.0,4.4134,508,Skincare,Mid ($26-50),Top Rated (4.5-5)
490,Skincare,GENIUS Ultimate Anti-Aging Cream,Algenist,112.0,4.2525,503,Skincare,Luxury ($101-250),Good (4-4.4)
491,Skincare,GENIUS Ultimate Anti-Aging Melting Cleanser,Algenist,38.0,4.0569,334,Skincare,Mid ($26-50),Good (4-4.4)
492,Skincare,Gentle Rejuvenating Cleanser,Algenist,28.0,4.2689,264,Skincare,Mid ($26-50),Good (4-4.4)
493,Skincare,10 Day Results Kit,Algenist,88.0,4.8023,258,Skincare,Premium ($51-100),Top Rated (4.5-5)
494,Skincare,Advanced Anti-Aging Repairing Oil,Algenist,82.0,4.4531,245,Skincare,Premium ($51-100),Top Rated (4.5-5)
495,Skincare,Overnight Restorative Cream,Algenist,94.0,4.3808,239,Skincare,Premium ($51-100),Good (4-4.4)
496,Skincare,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,Algenist,118.0,3.9825,229,Skincare,Luxury ($101-250),Good (4-4.4)
497,Skincare,Regenerative Anti-Aging Moisturizer,Algenist,94.0,4.2715,221,Skincare,Premium ($51-100),Good (4-4.4)
498,Skincare,Blue Algae Vitamin C Skinclarity Brightening Serum,Algenist,72.0,4.6087,207,Skincare,Premium ($51-100),Top Rated (4.5-5)
499,Skincare,POWER Recharging Night Pressed Serum,Algenist,95.0,4.3854,205,Skincare,Premium ($51-100),Good (4-4.4)
500,Skincare,Algae Niacinamide Moisture Veil,Algenist,65.0,4.6982,169,Skincare,Premium ($51-100),Top Rated (4.5-5)
